DATAFLOW,LAST UPDATE,freq,coicop,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Estonia,2025-01,157.12,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Estonia,2025-02,157.83,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Estonia,2025-03,158.85,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Estonia,2025-04,161.66,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Estonia,2025-05,165.03,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Estonia,2025-06,174.45,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Estonia,2025-07,172.88,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Estonia,2025-08,169.79,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Estonia,2025-09,166.39,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Estonia,2025-10,164.96,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2024-11,128.45,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2024-12,129.05,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2025-01,129.26,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2025-02,130.42,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2025-03,133.53,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2025-04,136.51,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2025-05,137.41,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2025-06,141.43,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2025-07,143.06,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2025-08,139.08,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2025-09,137.75,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Greece,2025-10,136.64,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2024-11,132.07,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2024-12,132.06,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2025-01,131.88,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2025-02,132.99,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2025-03,134.47,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2025-04,136.63,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2025-05,137.43,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2025-06,138.32,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2025-07,138.99,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2025-08,139.47,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2025-09,139.69,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100",Spain,2025-10,139.24,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024-11,139.28,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024-12,139.70,,
ESTAT:TEICP110(1.0),19/11/25 11:00:00,Monthly,Restaurants and hotels,"Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025-01,139.64,,
